Student ID,Course,Day,Time,Slot #
441000461,ENGL- 214-Academic & Professional Comm.,Day 2,AM,2
431002881,ENGL- 214-Academic & Professional Comm.,Day 2,AM,2
441003841,ENGL- 214-Academic & Professional Comm.,Day 2,AM,2
401001071,ENGL- 214-Academic & Professional Comm.,Day 2,AM,2
451003131,ENGL- 214-Academic & Professional Comm.,Day 2,AM,2
442004641,ENGL- 214-Academic & Professional Comm.,Day 2,AM,2
442005191,ENGL- 214-Academic & Professional Comm.,Day 2,AM,2
452005841,ENGL- 214-Academic & Professional Comm.,Day 2,AM,2
432003991,ENGL- 214-Academic & Professional Comm.,Day 2,AM,2
451001611,IAS- 212-Professional Ethics,Day 4,AM,6
461000191,IAS- 212-Professional Ethics,Day 4,AM,6
451003281,IAS- 212-Professional Ethics,Day 4,AM,6
452005671,IAS- 212-Professional Ethics,Day 4,AM,6
452005231,IAS- 212-Professional Ethics,Day 4,AM,6
441002831,IAS- 212-Professional Ethics,Day 4,AM,6
462004471,IAS- 212-Professional Ethics,Day 4,AM,6
451002761,IAS- 212-Professional Ethics,Day 4,AM,6
461002701,IAS- 212-Professional Ethics,Day 4,AM,6
452004451,IAS- 212-Professional Ethics,Day 4,AM,6
452005411,IAS- 212-Professional Ethics,Day 4,AM,6
442004381,IAS- 212-Professional Ethics,Day 4,AM,6
442004701,IAS- 212-Professional Ethics,Day 4,AM,6
441000861,IAS- 212-Professional Ethics,Day 4,AM,6
452005311,IAS- 212-Professional Ethics,Day 4,AM,6
441002121,IAS- 212-Professional Ethics,Day 4,AM,6
442004401,IAS- 410-Biography of the Prophet,Day 3,AM,4
442004411,IAS- 410-Biography of the Prophet,Day 3,AM,4
461002561,IAS- 410-Biography of the Prophet,Day 3,AM,4
462005811,IAS- 410-Biography of the Prophet,Day 3,AM,4
431002141,IAS- 410-Biography of the Prophet,Day 3,AM,4
461002051,IAS- 410-Biography of the Prophet,Day 3,AM,4
461001491,IAS- 410-Biography of the Prophet,Day 3,AM,4
462004461,IAS- 410-Biography of the Prophet,Day 3,AM,4
452005671,IAS- 410-Biography of the Prophet,Day 3,AM,4
431000621,IAS- 410-Biography of the Prophet,Day 3,AM,4
461002971,IAS- 410-Biography of the Prophet,Day 3,AM,4
432004341,IAS- 410-Biography of the Prophet,Day 3,AM,4
462004921,IAS- 410-Biography of the Prophet,Day 3,AM,4
432004511,IAS- 410-Biography of the Prophet,Day 3,AM,4
461000231,IAS- 410-Biography of the Prophet,Day 3,AM,4
451000731,IAS- 410-Biography of the Prophet,Day 3,AM,4
432004221,IAS- 410-Biography of the Prophet,Day 3,AM,4
461001431,IAS- 410-Biography of the Prophet,Day 3,AM,4
432004701,IAS- 410-Biography of the Prophet,Day 3,AM,4
462005051,IAS- 410-Biography of the Prophet,Day 3,AM,4
442005121,IAS- 410-Biography of the Prophet,Day 3,AM,4
461001291,IAS- 410-Biography of the Prophet,Day 3,AM,4
461003871,IAS- 410-Biography of the Prophet,Day 3,AM,4
452005991,IAS- 410-Biography of the Prophet,Day 3,AM,4
461003681,IAS- 410-Biography of the Prophet,Day 3,AM,4
462005751,IAS- 410-Biography of the Prophet,Day 3,AM,4
461003521,IAS- 410-Biography of the Prophet,Day 3,AM,4
452005431,IAS- 410-Biography of the Prophet,Day 3,AM,4
452005631,IAS- 410-Biography of the Prophet,Day 3,AM,4
432003991,IAS- 410-Biography of the Prophet,Day 3,AM,4
432004951,IAS- 410-Biography of the Prophet,Day 3,AM,4
411001641,IAS- 410-Biography of the Prophet,Day 3,AM,4
461003601,IAS- 410-Biography of the Prophet,Day 3,AM,4
412004541,IAS- 410-Biography of the Prophet,Day 3,AM,4
452004901,IAS- 410-Biography of the Prophet,Day 3,AM,4
451001011,IAS- 410-Biography of the Prophet,Day 3,AM,4
461001941,IAS- 410-Biography of the Prophet,Day 3,AM,4
452004941,IAS- 410-Biography of the Prophet,Day 3,AM,4
442004381,IAS- 410-Biography of the Prophet,Day 3,AM,4
441001121,IAS- 410-Biography of the Prophet,Day 3,AM,4
461003551,IAS- 410-Biography of the Prophet,Day 3,AM,4
462005621,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461002031,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461000921,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
451001191,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461002321,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461002561,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461001931,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462005811,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462005271,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461001491,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462004461,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461002801,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461004121,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461002551,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462005841,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461004141,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461002821,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461000741,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461000801,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461000351,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462004471,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462004921,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462005641,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461003661,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
451000731,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461002161,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462005461,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461000691,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461001821,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461003851,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462005791,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461001221,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462005261,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461002921,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462005051,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
452004871,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461004111,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461000681,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
451001161,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461003161,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461000321,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
442005141,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
451000771,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461004221,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462005971,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462005751,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461001031,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462004691,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461001771,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462004651,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462005531,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461003601,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461004381,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461003121,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461000041,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462004811,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461000611,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462005031,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462004931,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461002741,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
462005581,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461000251,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
461001271,PE- 001-Prep. Physical Educ. I,Day 1,AM,0
431002221,IE- 414-Productivity Engineering and Management,Day 3,AM,4
401002781,IE- 414-Productivity Engineering and Management,Day 3,AM,4
401001071,IE- 414-Productivity Engineering and Management,Day 3,AM,4
401002781,IE- 423-Industrial system simulation,Day 5,AM,8
411001641,IE- 423-Industrial system simulation,Day 5,AM,8
412004731,IE- 434-Manufacturing Cost Analysis,Day 3,AM,4
441003841,IE- 434-Manufacturing Cost Analysis,Day 3,AM,4
442005191,IE- 434-Manufacturing Cost Analysis,Day 3,AM,4
441004011,IE- 434-Manufacturing Cost Analysis,Day 3,AM,4
401001981,IE- 434-Manufacturing Cost Analysis,Day 3,AM,4
401002781,IE- 443-Safety Engineering,Day 1,AM,0
412004731,IE- 443-Safety Engineering,Day 1,AM,0
401001981,IE- 443-Safety Engineering,Day 1,AM,0
431002221,IE- 443-Safety Engineering,Day 1,AM,0
412004011,IE- 443-Safety Engineering,Day 1,AM,0
431002881,IE- 443-Safety Engineering,Day 1,AM,0
432003991,IE- 443-Safety Engineering,Day 1,AM,0
412004731,IE- 498-Design project I,Day 4,AM,6
441003841,IE- 498-Design project I,Day 4,AM,6
441004011,IE- 498-Design project I,Day 4,AM,6
442005191,IE- 498-Design project I,Day 4,AM,6
411001641,IE- 498-Design project I,Day 4,AM,6
401002781,IE- 499-Design project II,Day 4,AM,6
431002221,IE- 499-Design project II,Day 4,AM,6
401001071,IE- 499-Design project II,Day 4,AM,6
412004011,IE- 499-Design project II,Day 4,AM,6
431002881,IE- 499-Design project II,Day 4,AM,6
432003991,IE- 499-Design project II,Day 4,AM,6
441000481,MATH- 36-Discrete mathematics,Day 1,AM,0
442004711,MATH- 36-Discrete mathematics,Day 1,AM,0
441002831,MATH- 36-Discrete mathematics,Day 1,AM,0
441001831,MATH- 36-Discrete mathematics,Day 1,AM,0
442005121,EE- 204-Engineering Electromagnetic-I,Day 2,AM,2
431002401,EE- 204-Engineering Electromagnetic-I,Day 2,AM,2
442004741,EE- 204-Engineering Electromagnetic-I,Day 2,AM,2
442005121,EE- 320-Electronics-II,Day 4,AM,6
442004741,EE- 320-Electronics-II,Day 4,AM,6
452005991,EE- 380-Electric Energy Engineering,Day 5,AM,8
442004741,EE- 380-Electric Energy Engineering,Day 5,AM,8
442004741,EE- 442-Machine Learning,Day 3,AM,4
411000941,EE- 499-Design Project II,Day 1,AM,0
411000941,EE- 999-practical training,Day 2,AM,2
